Date,BRKa,US10YT=RR,AMT,GLD,BLK,BX,IVZ,LAZ,KKR,IEP.O
2017-04-06,250290.0,2.343,121.95,119.18,384.1,29.76,30.59,44.44831512,17.68,49.9
2017-04-07,249465.0,2.373,122.12,119.46,386.02,29.39,30.37,44.3116712,17.45,49.98
2017-04-10,250399.0,2.361,122.48,119.46,385.89,29.44,30.75,44.67280156,17.89,49.8
2017-04-11,248601.0,2.298,122.76,121.19,384.05,29.24,30.81,44.8484866,17.88,48.74
2017-04-12,247930.0,2.296,122.37,122.02,381.44,29.26,30.48,43.8236572,17.57,48.7
2017-04-13,245000.0,2.228,122.6,122.6,379.0,28.86,30.03,43.54060908,17.27,48.0
2017-04-17,246700.0,2.252,124.25,122.24,383.8,29.25,30.73,44.184787560000004,17.31,48.11
2017-04-18,245750.0,2.179,124.86,122.82,383.61,29.6,30.64,44.009102520000006,17.04,48.21
2017-04-19,244047.0,2.202,124.67,121.73,377.1,30.06,31.01,44.750883800000004,16.86,47.74
2017-04-20,247200.05,2.241,124.3,121.96,381.59,30.22,31.52,44.92656884,17.22,49.21
2017-04-21,245550.0,2.236,124.43,122.31,378.06,30.28,31.28,43.687013279999995,17.04,49.0
2017-04-24,248850.0,2.273,123.85,121.48,386.65,30.43,32.03,44.07742448,17.26,49.6
2017-04-25,251231.0,2.329,123.94,120.25,388.19,30.89,32.17,43.47228712,17.49,49.87
2017-04-26,251351.0,2.311,122.81,120.84,388.87,31.27,32.44,43.238040399999996,17.77,50.86
2017-04-27,249950.0,2.296,125.77,120.39,390.71,30.97,33.12,42.13512876,18.73,52.51
2017-04-28,247780.0,2.282,125.94,120.77,384.57,30.84,32.94,41.91064232,18.98,52.85
2017-05-01,248270.0,2.327,127.51,119.67,383.0,30.84,32.69,42.07656708,18.9,53.2
2017-05-02,249010.0,2.296,127.91,119.65,384.5,30.75,32.61,42.3596152,18.74,53.29
2017-05-03,250000.0,2.309,126.79,117.98,384.29,30.79,32.67,43.11115676,18.6,52.03
2017-05-04,249540.0,2.356,127.39,116.79,383.31,30.26,32.41,42.1156082,18.25,52.07
2017-05-05,250000.0,2.352,128.69,117.01,383.76,30.28,32.38,41.83256008,18.59,52.76
2017-05-08,247160.0,2.376,128.87,116.75,382.38,30.12,32.35,42.08632736,18.74,53.13
2017-05-09,246000.0,2.407,128.09,116.05,380.5,29.99,32.56,42.652423600000006,18.97,50.82
2017-05-10,245849.95,2.414,127.1,116.04,382.27,30.02,32.39,43.4820474,18.83,51.44
2017-05-11,245240.0,2.4,126.28,116.5,382.87,30.0,32.15,43.579650199999996,18.69,49.74
2017-05-12,245220.0,2.333,126.12,116.83,385.12,29.91,32.12,43.56012964,18.36,49.79
2017-05-15,245800.0,2.338,127.93,117.14,389.36,30.11,32.22,44.4580754,18.53,51.61
2017-05-16,245701.0,2.327,128.37,117.65,391.3,30.21,32.18,44.223828680000004,18.63,50.57
2017-05-17,243110.0,2.216,130.74,119.79,383.67,29.32,30.66,42.48649884,17.93,48.77
2017-05-18,242510.0,2.233,127.98,118.81,388.48,29.28,31.24,42.51577968,18.14,49.32
2017-05-19,244910.0,2.245,128.32,119.4,393.32,29.87,31.62,43.140437600000006,18.45,49.11
2017-05-22,247820.0,2.254,128.73,119.9,396.28,31.88,31.85,43.10139648,18.84,49.73
2017-05-23,248121.0,2.283,128.73,119.14,395.97,32.47,31.25,42.857389479999995,18.7,49.03
2017-05-24,247478.91,2.266,129.3,119.61,396.31,32.53,31.18,42.88667032,18.74,49.15
2017-05-25,247850.0,2.255,131.05,119.48,406.36,32.47,31.95,43.31612264,18.63,48.7
2017-05-26,248540.0,2.25,131.11,120.54,407.02,32.58,32.0,43.88221888,18.67,48.79
2017-05-30,248101.0,2.215,132.12,120.14,406.82,32.86,31.62,43.55036936,18.61,48.53
2017-05-31,248440.0,2.198,131.19,120.62,409.24,32.88,31.7,43.433246,18.42,47.7
2017-06-01,250000.0,2.217,131.83,120.72,413.38,33.45,32.92,44.106705319999996,18.76,48.49
2018-01-02,295755.01,2.465,141.13,125.15,508.97,32.52,36.35,51.339072800000004,21.51,54.36
2018-01-03,299904.98,2.445,141.68,124.82,514.34,33.0,36.53,52.78359424,21.97,54.7
2018-01-04,300516.0,2.453,139.61,125.46,521.13,33.26,36.83,54.32571848,21.99,56.0
2018-01-05,301525.0,2.476,140.51,125.33,525.57,33.01,37.28,54.530684359999995,21.92,55.21
2018-01-08,304180.0,2.482,142.01,125.31,529.49,33.28,36.84,54.74541052000001,22.03,55.3
2018-01-09,304500.0,2.546,141.05,124.73,533.94,33.74,37.2,55.66287684,22.67,55.75
2018-01-10,308350.0,2.549,137.61,125.03,531.57,34.18,36.82,55.20414368,22.85,56.5
2018-01-11,309950.0,2.531,134.97,125.44,537.92,34.53,37.3,55.897123560000004,23.03,56.33
2018-01-12,315225.0,2.552,133.0,126.96,555.53,35.39,37.86,56.32657588,23.08,55.89
2018-01-16,315261.0,2.544,135.63,127.17,563.0,35.02,37.2,54.73565024,22.79,55.87
2018-01-17,321469.0,2.578,136.64,126.14,576.51,34.96,38.08,55.49695208,22.85,55.9
2018-01-18,320000.0,2.611,135.19,125.86,579.22,34.91,37.86,55.17486284,22.55,55.81
2018-01-19,320238.0,2.639,137.62,126.42,590.26,34.7,38.13,56.58034316,22.77,56.56
2018-01-22,324064.0,2.663,139.24,126.65,593.26,35.0,37.87,57.51733004,23.02,57.3
2018-01-23,322885.0,2.622,141.2,127.28,589.68,35.83,37.61,57.400206680000004,23.76,57.98
2018-01-24,323480.0,2.654,141.76,128.83,587.67,36.08,37.61,57.54661088,23.99,57.85
2018-01-25,322850.0,2.621,142.96,127.97,575.5,36.35,37.59,57.966302920000004,24.41,57.94
2018-01-26,325915.0,2.662,145.13,128.07,586.8,36.78,38.4,57.72229592,24.4,58.88
2018-01-29,323499.99,2.699,144.33,127.35,574.42,36.56,37.48,56.64866512,24.25,58.01
2018-01-30,323000.0,2.725,145.15,126.8,562.29,36.13,36.68,56.307055319999996,23.96,57.66
2018-01-31,323375.05,2.72,147.7,127.65,561.8,36.55,36.13,57.16595996,24.08,58.65
2018-02-01,325900.0,2.773,147.06,128.07,565.19,36.35,36.03,57.9760632,24.31,58.75
2018-02-02,314339.9,2.852,145.22,126.39,548.32,35.3,35.16,56.72674736,23.48,57.4
2018-02-05,295600.0,2.794,142.04,126.71,524.97,34.24,33.17,55.30174648,21.94,54.99
2018-02-06,303000.0,2.766,140.17,125.38,535.22,34.65,33.61,55.438390399999996,22.07,56.01
2018-02-07,301000.0,2.843,140.0,124.79,532.26,34.95,33.46,55.77023992,22.19,56.63
2018-02-08,288000.0,2.849,133.57,124.98,509.38,33.9,31.92,52.92999844,21.08,55.13
2018-02-09,294140.01,2.831,136.05,124.77,521.51,32.95,32.44,53.82,21.19,55.24
2018-02-12,298940.0,2.855,136.23,125.37,525.38,33.28,32.52,54.19,21.53,55.67
2018-02-13,297500.0,2.84,136.31,126.08,521.27,33.55,32.51,54.51,21.25,55.62
2018-02-14,301005.0,2.913,135.48,128.23,539.94,33.78,33.17,56.48,21.59,56.0
2018-02-15,305998.99,2.893,136.22,128.38,540.65,34.65,33.19,55.83,22.48,56.71
2018-02-16,306000.0,2.877,140.02,127.96,541.1,34.51,33.92,55.4,22.23,56.95
2018-02-20,304904.0,2.893,139.24,126.24,542.6,34.17,33.21,54.69,21.87,56.21
2018-02-21,301530.0,2.941,137.44,125.66,543.56,34.04,33.22,53.59,21.89,56.26
2018-02-22,301404.0,2.917,138.98,126.3,539.53,34.02,32.94,53.18,21.78,56.23
2018-02-23,304020.01,2.871,141.87,126.14,549.75,34.26,33.19,53.27,21.96,56.99
2018-02-26,316126.0,2.859,142.74,126.45,563.97,34.45,33.84,54.41,22.06,57.0
2018-02-27,314345.0,2.908,140.7,125.13,552.77,34.2,33.02,54.21,21.54,56.05
2018-02-28,310250.0,2.868,139.33,125.0,549.43,34.0,32.54,53.97,21.46,54.58
2018-03-01,302945.81,2.802,135.37,124.72,535.58,33.57,31.81,53.47,21.43,56.42
2018-03-02,303100.0,2.857,134.0,125.39,537.58,33.35,32.21,52.65,21.56,56.97
2018-03-05,304500.0,2.879,136.81,125.18,545.26,33.43,32.67,53.97,21.98,60.05
2018-03-06,307005.0,2.877,138.88,126.53,548.66,33.61,33.12,54.46,22.28,61.49
2018-03-07,306756.0,2.883,140.0,125.72,547.43,33.21,33.34,54.38,22.19,62.02
2018-03-08,307700.0,2.866,142.74,125.42,553.39,33.41,33.9,55.19,22.12,62.05
2018-03-09,319600.0,2.894,143.58,125.54,577.18,34.06,34.52,56.07,22.71,59.81
2018-03-12,317746.0,2.87,145.08,125.54,571.79,34.43,34.52,56.82,22.69,58.99
2018-03-13,314039.0,2.848,146.25,125.78,564.06,34.26,34.11,55.68,22.42,58.23
2018-03-14,310655.4,2.817,146.46,125.7,558.96,33.98,33.27,55.94,22.12,57.99
2018-03-15,311601.0,2.824,146.65,124.9,557.93,33.68,32.92,55.39,21.76,58.24
2018-03-16,310630.0,2.848,146.55,124.6,563.66,33.79,33.2,56.11,21.97,58.25
2018-03-19,305980.0,2.845,145.12,124.87,553.83,33.38,32.64,54.52,21.64,58.17
2018-03-20,307100.0,2.881,146.31,124.31,557.52,33.39,32.53,54.69,21.75,58.52
2018-03-21,307600.0,2.907,142.33,126.48,564.16,33.27,32.94,54.33,21.81,58.0
2018-03-22,296949.33,2.832,143.01,125.98,539.42,32.49,31.45,52.03,21.07,56.9
2018-03-23,288755.0,2.826,142.27,127.61,521.13,31.88,30.72,50.77,20.61,56.17
2018-03-26,299499.9,2.841,145.21,128.28,540.72,32.25,32.13,52.54,20.7,56.87
2018-03-27,294650.0,2.788,144.46,127.49,532.11,31.77,31.36,51.77,20.37,56.78
2018-03-28,295041.0,2.775,144.3,125.73,528.03,31.52,31.48,51.53,20.2,57.17
2018-03-29,299100.0,2.744,145.34,125.79,541.72,31.95,32.01,52.56,20.3,57.04
2018-04-02,293410.0,2.732,143.83,127.26,519.0,31.47,30.84,51.65,19.89,59.25
2018-04-03,296850.01,2.783,141.42,126.3,528.73,31.12,31.31,51.39,19.71,58.72
2018-04-04,299850.0,2.79,143.05,126.45,536.31,31.3,31.72,52.0,20.1,60.35
2018-04-05,301750.0,2.832,144.08,125.8,538.4,31.3,31.78,53.18,20.33,60.84
2018-04-06,293999.99,2.775,142.16,126.39,519.92,31.01,30.7,52.3,20.01,60.05
2018-04-09,292671.0,2.786,143.19,126.82,521.14,30.71,30.65,52.05,20.01,59.69
2018-04-10,296556.0,2.797,137.4,127.12,533.96,31.06,31.27,52.71,20.41,61.44
2018-04-11,293249.0,2.79,139.92,128.11,525.31,30.98,30.6,52.62,20.23,60.53
2018-04-12,297021.0,2.834,138.38,126.62,533.01,31.13,30.82,53.22,20.58,61.36
2018-04-13,295891.0,2.828,138.9,127.45,524.77,30.72,30.53,52.77,20.33,61.46
2018-04-16,297181.0,2.832,138.52,127.63,524.85,31.05,30.85,52.81,20.72,61.81
2018-04-17,298701.0,2.814,141.02,127.75,526.84,31.48,31.13,53.74,20.98,61.99
2018-04-18,299205.0,2.867,139.81,127.85,523.22,31.78,31.11,52.86,20.97,61.31
2018-04-19,300300.0,2.914,137.42,127.6,525.06,32.12,31.22,53.47,21.15,60.82
2018-04-20,300140.0,2.951,136.62,126.63,524.42,32.23,31.06,52.96,21.42,62.36
2018-04-23,298821.0,2.973,138.2,125.62,519.85,32.35,31.0,52.94,21.31,64.42
2018-04-24,295734.0,2.983,136.96,126.23,513.7,32.18,30.65,52.09,21.15,64.09
2018-04-25,295279.0,3.024,135.73,125.41,512.22,31.66,30.74,51.9,20.75,63.31
2018-04-26,295769.0,2.99,136.84,124.97,522.72,31.51,29.85,53.6,20.89,63.36
2018-04-27,295995.0,2.957,135.24,125.5,524.65,30.83,29.59,53.5,20.86,63.95
2018-04-30,290650.0,2.936,136.36,124.59,521.5,30.95,28.97,54.42,20.94,65.15
2018-05-01,292730.0,2.976,135.1,123.71,517.97,31.1,28.44,55.06,21.4,67.6
2018-05-02,290450.0,2.964,136.47,123.65,514.79,30.94,28.14,53.26,21.5,67.3
2018-05-03,287051.0,2.946,137.58,124.28,511.67,31.06,27.96,52.44,22.14,66.66
2018-05-04,292600.0,2.944,138.85,124.54,520.4,31.81,28.39,52.86,23.0,68.92
2018-05-07,295600.0,2.95,138.14,124.57,523.6,31.88,28.47,53.99,22.59,71.8
2018-05-08,295700.0,2.968,137.01,124.59,519.93,31.64,28.14,54.36,22.67,72.39
2018-05-09,299990.95,3.004,137.95,124.33,531.35,31.95,27.98,54.98,22.88,72.07
2018-05-10,301630.0,2.971,139.89,125.18,536.26,31.88,28.14,55.52,22.51,70.66
2018-05-11,298770.0,2.971,138.86,125.0,540.43,31.47,28.2,55.44,22.03,69.64
2018-05-14,298200.0,2.995,138.29,124.49,539.76,31.18,28.55,55.33,21.75,66.82
2018-05-15,296200.0,3.08,136.7,122.48,533.21,31.1,28.41,55.18,21.6,66.93
2018-05-16,296300.0,3.095,136.47,122.29,533.9,31.29,28.51,55.62,22.32,66.66
2018-05-17,296439.99,3.109,136.85,122.36,535.58,31.45,28.65,56.05,22.71,67.45
2018-05-18,294380.0,3.067,137.05,122.41,538.49,31.29,28.63,55.02,22.4,68.09
2018-05-21,296620.0,3.065,137.38,122.48,543.48,31.68,28.61,54.87,22.65,69.75
2018-05-22,296991.0,3.065,137.15,122.41,546.88,31.87,28.8,55.18,22.57,67.2
2018-05-23,294400.0,3.003,136.83,122.54,542.66,31.79,28.43,54.72,22.29,68.18
2018-05-24,291850.01,2.981,135.5,123.59,540.83,31.8,28.29,54.07,22.5,69.37
2018-05-25,290886.0,2.935,136.33,123.21,539.61,31.92,28.25,54.28,22.46,69.45
2018-05-29,286000.01,2.768,135.97,123.19,524.26,31.42,27.08,51.45,21.91,68.24
2018-05-30,292000.0,2.844,137.83,123.37,534.29,31.73,27.48,51.8,22.15,69.28
2018-05-31,287200.0,2.822,138.37,123.1,534.23,31.93,27.32,51.44,22.23,68.79
2018-06-01,289200.0,2.895,138.52,122.49,539.06,32.34,27.72,51.61,22.47,69.5
2019-01-02,304057.0,2.661,156.74,121.33,389.42,30.07,16.84,37.67,19.62,60.23
2019-01-03,287000.05,2.553,157.68,122.43,377.98,29.23,16.43,36.31,18.71,60.44
2019-01-04,292500.0,2.659,158.31,121.44,391.82,30.23,17.26,38.45,20.0,62.16
2019-01-07,295399.9,2.682,159.29,121.86,392.91,31.13,17.47,38.15,20.69,64.5
2019-01-08,294300.01,2.715,161.09,121.53,397.91,31.4,17.28,37.58,21.13,65.66
2019-01-09,294560.0,2.728,159.68,122.31,400.19,31.74,17.32,37.42,21.48,65.52
2019-01-10,295159.87,2.731,161.86,121.59,399.5,31.73,17.55,37.08,21.12,65.45
2019-01-11,293980.0,2.699,161.4,121.8,397.91,31.97,17.38,36.86,20.9,66.04
2019-01-14,292371.0,2.71,161.4,122.09,396.42,31.98,17.55,37.16,20.76,65.25
2019-01-15,295000.0,2.708,163.05,121.88,400.71,32.23,17.8,37.62,21.1,66.81
2019-01-16,295811.0,2.729,163.78,122.27,413.04,32.58,18.31,38.87,22.25,68.28
2019-01-17,297547.0,2.747,164.38,122.11,412.52,32.64,18.46,39.14,22.65,68.85
2019-01-18,306500.1,2.782,164.67,121.02,419.45,32.91,18.84,39.39,22.82,68.89
2019-01-22,300531.0,2.732,164.68,121.45,413.6,32.59,18.71,38.16,22.16,67.56
2019-01-23,301835.0,2.755,165.79,121.28,408.48,32.36,18.61,38.13,22.29,66.26
2019-01-24,301680.0,2.712,165.65,121.09,406.56,32.51,18.78,38.31,22.36,66.53
2019-01-25,303531.0,2.751,167.41,122.86,409.95,32.99,19.02,38.93,22.83,67.27
2019-01-28,301000.11,2.744,168.05,123.29,405.36,33.19,19.42,38.75,22.78,66.84
2019-01-29,303000.0,2.712,169.44,123.98,407.62,33.16,19.06,38.91,22.46,67.46
2019-01-30,309180.0,2.695,170.47,124.69,408.33,33.14,18.59,39.79,22.56,68.16
2019-01-31,311500.0,2.635,172.84,124.75,415.08,33.7,18.22,39.79,22.45,69.73
2019-02-01,313875.38,2.691,170.43,124.5,416.81,34.0,18.36,40.4,23.48,67.74
2019-02-04,312000.0,2.724,170.94,123.96,417.98,34.36,18.58,41.16,23.71,67.02
2019-02-05,310700.0,2.704,172.43,124.28,417.56,34.62,18.72,39.66,23.74,69.49
2019-02-06,308810.0,2.7,170.27,123.44,416.39,34.57,18.58,38.84,23.24,69.7
2019-02-07,302812.5,2.654,172.01,123.74,415.01,34.51,18.37,38.83,23.25,68.82
2019-02-08,300771.0,2.632,172.43,124.21,411.76,33.76,18.0,38.65,23.17,68.85
2019-02-11,304884.0,2.661,172.99,123.6,412.7,33.3,18.19,38.81,23.44,68.5
2019-02-12,309260.0,2.684,172.59,123.86,425.51,33.6,18.57,39.01,23.61,69.6
2019-02-13,308320.0,2.706,173.7,123.37,427.45,33.77,18.47,38.56,23.5,70.65
2019-02-14,303890.0,2.659,175.79,124.06,423.38,33.2,18.27,36.65,23.39,70.39
2019-02-15,308139.0,2.666,177.82,124.8,431.95,33.35,18.86,36.73,23.53,69.63
2019-02-19,307315.0,2.645,177.6,126.7,431.07,33.5,18.91,36.99,23.7,70.61
2019-02-20,309500.0,2.652,176.69,126.48,437.22,34.42,19.04,36.85,23.65,71.18
2019-02-21,307925.0,2.688,176.51,125.05,435.02,34.01,18.83,36.48,23.66,69.99
2019-02-22,302000.0,2.655,176.63,125.5,436.72,33.65,19.05,36.5,23.35,70.01
2019-02-25,303300.0,2.673,174.23,125.37,438.93,33.9,18.98,37.04,22.79,70.77
2019-02-26,302500.0,2.636,174.02,125.58,440.53,33.72,19.05,37.27,22.79,70.39
2019-02-27,303000.0,2.693,173.2,124.69,442.01,33.53,19.3,37.25,22.83,72.0
2019-02-28,302200.0,2.711,176.15,123.99,443.22,33.39,19.35,37.43,22.23,74.29
2019-03-01,304859.5,2.755,177.92,121.88,443.77,33.54,19.51,38.24,22.56,76.5
2019-03-04,303400.0,2.722,179.69,121.56,437.33,33.7,19.45,37.72,23.08,77.35
2019-03-05,302600.0,2.722,181.06,121.72,432.52,33.47,19.47,37.46,22.87,75.48
2019-03-06,301375.0,2.692,181.65,121.61,429.86,33.72,19.22,36.49,22.77,73.85
2019-03-07,299050.0,2.636,181.75,121.51,423.19,33.23,18.66,35.32,22.72,73.91
2019-03-08,299000.0,2.625,181.61,122.84,421.31,32.94,18.64,35.77,22.39,70.15
2019-03-11,303279.0,2.641,185.16,122.24,428.1,33.49,18.97,36.25,22.96,72.37
2019-03-12,304235.0,2.605,185.75,122.98,427.84,33.63,18.97,36.47,23.19,71.34
2019-03-13,306300.0,2.61,187.23,123.84,431.84,34.22,19.33,36.55,23.82,71.61
2019-03-14,305350.0,2.63,187.97,122.41,433.63,34.43,19.35,36.05,24.14,71.91
2019-03-15,307250.0,2.593,188.97,122.97,433.55,34.88,19.78,36.11,24.16,72.53
2019-03-18,309996.0,2.601,188.89,123.04,440.48,35.47,20.24,37.45,24.51,73.28
2019-03-19,307900.0,2.612,189.91,123.38,434.57,35.06,19.94,37.48,24.21,73.89
2019-03-20,305505.0,2.537,191.54,124.18,429.92,34.82,19.73,36.83,24.08,73.3
2019-03-21,307120.0,2.539,194.71,123.68,430.36,35.25,19.79,37.32,24.52,73.78
2019-03-22,301225.0,2.455,193.65,123.97,417.36,34.32,19.06,35.91,23.66,72.85
2019-03-25,299380.0,2.418,195.69,124.92,415.41,34.14,18.78,36.38,23.56,72.4
2019-03-26,300961.01,2.412,195.05,124.3,422.67,34.51,19.28,36.17,23.69,73.48
2019-03-27,299764.0,2.372,194.09,123.65,419.64,34.41,19.32,35.88,23.22,73.08
2019-03-28,301249.95,2.389,194.93,121.9,424.97,34.61,19.37,35.96,23.26,73.0
2019-03-29,301215.0,2.414,197.06,122.01,427.37,34.97,19.31,36.14,23.49,72.5
2019-04-01,307800.0,2.497,192.51,121.53,438.39,35.4,19.97,37.26,24.13,73.6
2019-04-02,306000.0,2.479,195.12,121.98,436.45,34.63,19.85,37.37,23.25,73.8
2019-04-03,305750.0,2.517,194.29,121.8,439.07,34.82,20.12,37.43,23.59,72.77
2019-04-04,306460.95,2.51,193.05,122.11,441.84,34.72,20.19,38.2,23.65,72.94
2019-04-05,307776.0,2.499,195.76,121.98,445.1,34.81,20.49,38.02,23.8,73.2
2019-04-08,307461.0,2.519,196.22,122.51,446.14,34.83,20.52,37.75,23.65,72.95
2019-04-09,307380.0,2.499,196.72,123.15,439.81,34.45,20.3,37.09,22.9,73.41
2019-04-10,307000.0,2.477,196.62,123.53,442.76,34.76,20.79,37.58,23.07,73.42
2019-04-11,309875.0,2.504,196.65,121.95,446.11,34.87,20.85,37.82,22.97,72.6
2019-04-12,314250.0,2.56,197.96,121.83,454.35,35.53,21.32,38.64,23.34,73.74
2019-04-15,314500.0,2.553,196.09,121.6,451.86,35.54,21.07,38.12,23.35,73.5
2019-04-16,317500.0,2.594,192.2,120.51,466.54,35.79,21.53,38.21,23.86,74.65
2019-04-17,316040.0,2.592,191.17,120.28,467.49,35.93,21.66,38.04,23.47,75.0
2019-04-18,315330.0,2.558,192.91,120.37,465.69,38.62,21.53,37.78,23.76,74.4
2019-04-22,314100.0,2.59,192.32,120.37,464.02,39.02,21.38,36.95,23.42,74.45
2019-04-23,317684.0,2.57,193.4,120.12,474.03,39.73,21.62,37.24,23.78,74.96
2019-04-24,316000.0,2.522,193.23,120.47,480.17,39.93,21.54,37.59,23.83,74.5
2019-04-25,318500.0,2.534,192.29,120.57,474.45,40.14,21.94,40.5,24.11,73.95
2019-04-26,321000.0,2.504,193.21,121.37,478.98,40.19,21.77,39.42,24.56,74.87
2019-04-29,324921.0,2.536,192.44,120.83,479.84,40.51,21.89,38.62,24.81,74.93
2019-04-30,325080.01,2.507,195.3,121.2,485.24,39.46,21.97,38.88,24.45,75.5
2019-05-01,325900.0,2.511,192.91,120.4,479.13,39.85,21.78,38.6,24.64,75.64
2019-05-02,324214.0,2.552,192.8,119.94,476.41,39.57,21.2,38.18,24.22,74.18
2019-05-03,327765.61,2.53,192.95,120.65,482.5,40.06,21.92,38.68,24.67,75.1
2019-05-06,320000.0,2.5,192.18,120.81,476.37,39.11,21.63,38.2,24.16,76.44
2019-05-07,315119.99,2.448,189.85,121.21,463.77,38.85,21.32,37.87,23.91,75.73
2019-05-08,314750.0,2.482,191.64,120.91,465.47,39.09,21.25,38.0,23.76,75.65
2019-05-09,314400.0,2.457,192.52,121.2,464.22,39.49,20.81,37.91,23.92,75.8
2019-05-10,315500.0,2.455,195.66,121.43,463.0,39.81,21.34,37.05,24.15,73.34
2019-05-13,308360.0,2.405,196.88,122.67,442.78,38.8,19.82,34.94,23.29,69.08
2019-05-14,306850.01,2.419,198.07,122.46,445.86,39.39,20.38,35.43,24.09,72.1
2019-05-15,305580.0,2.379,200.47,122.39,444.36,39.58,20.59,35.05,24.21,71.7
2019-05-16,307936.0,2.405,202.02,121.51,447.24,40.4,20.68,35.34,24.66,72.08
2019-05-17,306355.0,2.393,202.43,120.65,441.56,40.65,20.44,34.68,24.67,71.94
2019-05-20,305362.0,2.414,198.25,120.64,438.09,40.61,20.65,34.54,24.5,71.99
2019-05-21,306225.0,2.426,198.17,120.36,441.66,41.8,20.88,34.85,24.97,72.37
2019-05-22,304300.0,2.393,200.67,120.24,439.14,41.7,20.75,34.15,24.9,71.16
2019-05-23,304115.0,2.296,202.92,121.17,433.89,41.15,20.22,32.82,24.04,70.0
2019-05-24,303000.0,2.329,203.0,121.3,435.76,40.65,20.42,33.27,23.99,70.25
2019-05-28,301050.01,2.268,202.55,120.83,429.31,39.88,20.11,32.37,23.55,70.1
2019-05-29,299860.0,2.236,201.13,120.87,427.93,39.47,20.42,32.16,23.2,69.27
2019-05-30,300877.0,2.225,204.69,121.69,426.59,39.25,20.38,31.96,23.38,69.39
2019-05-31,297060.0,2.142,208.77,123.33,415.56,37.85,19.54,31.16,22.28,69.2
2020-01-02,342261.0,1.882,228.5,143.95,508.98,55.8,17.99,40.76,29.37,62.65
2020-01-03,339155.0,1.788,228.61,145.86,503.57,56.0,17.67,40.43,29.02,63.41
2020-01-06,340210.0,1.811,228.55,147.39,504.0,55.9,17.79,41.09,29.05,64.28
2020-01-07,338901.0,1.825,223.68,147.97,507.22,55.9,17.76,41.38,29.07,65.24
2020-01-08,339188.0,1.874,225.62,146.86,507.1,56.74,17.82,42.56,29.66,63.77
2020-01-09,343263.0,1.858,226.47,146.03,513.1,57.85,18.01,43.36,29.94,64.86
2020-01-10,340185.0,1.827,230.8,146.91,512.18,57.72,17.7,43.22,29.98,64.28
2020-01-13,342855.0,1.848,235.41,145.82,523.11,58.43,18.06,44.19,30.0,64.75
2020-01-14,340706.0,1.818,233.95,145.69,518.32,58.11,17.9,44.15,29.29,65.05
2020-01-15,342550.0,1.788,235.38,146.54,530.26,58.23,18.0,43.99,29.53,64.61
2020-01-16,344505.0,1.809,232.24,146.31,535.0,60.15,18.26,44.55,30.51,66.03
2020-01-17,344970.0,1.835,233.42,146.58,535.24,60.76,18.32,44.24,31.2,65.97
2020-01-21,342650.0,1.769,236.73,146.74,529.14,61.17,18.31,43.3,30.73,65.34
2020-01-22,344700.0,1.771,235.16,146.79,536.86,62.87,18.51,43.18,31.49,65.19
2020-01-23,344414.0,1.739,237.83,147.12,541.94,63.73,18.47,42.39,31.2,64.9
2020-01-24,340199.05,1.68,237.52,147.98,536.84,62.21,18.17,41.92,30.69,64.57
2020-01-27,333621.0,1.605,237.47,148.99,523.81,61.19,17.7,41.27,30.31,64.47
2020-01-28,336000.01,1.641,237.18,147.66,529.97,61.62,17.97,41.65,30.43,64.3
2020-01-29,336476.01,1.594,233.44,148.46,536.49,62.65,17.63,42.68,31.02,64.17
2020-01-30,342000.0,1.555,235.2,148.47,539.69,61.11,17.63,42.8,30.39,64.22
2020-01-31,335996.01,1.519,231.74,149.33,527.35,61.07,17.3,41.96,31.9,63.22
2020-02-03,334860.01,1.52,234.07,148.36,530.08,60.52,17.28,41.31,31.74,63.9
2020-02-04,337421.0,1.601,237.45,146.43,535.24,63.27,17.85,42.34,32.6,64.42
2020-02-05,342615.0,1.649,236.38,146.61,543.48,63.73,18.39,43.77,33.14,65.01
2020-02-06,344081.0,1.644,237.81,147.4,554.67,64.21,18.2,43.87,33.69,64.95
2020-02-07,340900.0,1.577,238.75,147.79,555.74,62.76,18.22,43.52,33.32,65.72
2020-02-10,340361.0,1.547,243.69,148.17,561.1,64.11,18.58,43.71,33.6,66.64
2020-02-11,340780.0,1.59,254.27,147.66,570.44,64.41,18.89,43.15,33.82,67.2
2020-02-12,341000.0,1.63,256.18,147.54,572.48,62.85,18.58,43.53,33.36,66.52
2020-02-13,338500.0,1.617,256.9,148.38,568.55,62.94,18.01,42.89,33.51,66.34
2020-02-14,340223.94,1.588,256.25,149.0,565.94,62.95,17.78,42.31,33.54,66.94
2020-02-18,339745.0,1.556,252.93,150.91,564.81,61.97,17.62,42.35,33.57,67.42
2020-02-19,344000.0,1.57,248.1,151.79,572.07,62.76,17.69,42.45,33.93,67.95
2020-02-20,342122.0,1.525,247.54,152.41,566.92,62.45,18.03,41.96,33.7,68.78
2020-02-21,343449.0,1.47,247.01,154.7,557.0,61.25,17.48,41.42,33.11,68.12
2020-02-24,333190.0,1.377,245.11,156.09,528.0,58.56,16.78,39.23,31.63,67.77
2020-02-25,328000.0,1.33,246.14,153.3,506.0,56.47,15.86,38.04,30.19,64.0
2020-02-26,324301.0,1.31,242.67,153.97,508.47,56.0,15.46,37.8,30.16,64.42
2020-02-27,312619.0,1.299,232.93,154.0,475.82,53.29,14.6,36.44,28.85,62.46
